#1
double datos(157824,2)   # Datos cada 10 min desde las 00:00:00 del 1-1-2018 (UTC) hasta las 23:50:00 del 31-12-2020. Datos en W/m2 (superficie horizontal). El fichero tiene que terminar con un salto de linea
0;0
600;0
1200;0
1800;0
2400;0
3000;0
3600;0
4200;0
4800;0
5400;0
6000;0
6600;0
7200;0
7800;0
8400;0
9000;0
9600;0
10200;0
10800;0
11400;0
12000;0
12600;0
13200;0
13800;0
14400;0
15000;0
15600;0
16200;0
16800;0
17400;0
18000;0
18600;0
19200;0
19800;0
20400;0
21000;0
21600;0
22200;0
22800;0
23400;0
24000;0
24600;0
25200;0
25800;0
26400;0
27000;0
27600;0
28200;0
28800;0
29400;0
30000;1
30600;1
31200;3
31800;5
32400;11
33000;8
33600;13
34200;14
34800;36
35400;32
36000;37
36600;42
37200;19
37800;26
38400;31
39000;44
39600;135
40200;230
40800;165
41400;132
42000;131
42600;111
43200;194
43800;223
44400;91
45000;115
45600;108
46200;88
46800;74
47400;78
48000;64
48600;71
49200;34
49800;38
50400;59
51000;71
51600;34
52200;45
52800;45
53400;42
54000;27
54600;39
55200;34
55800;41
56400;40
57000;33
57600;24
58200;16
58800;18
59400;15
60000;8
60600;2
61200;0
61800;0
62400;0
63000;0
63600;0
64200;0
64800;0
65400;0
66000;0
66600;0
67200;0
67800;0
68400;0
69000;0
69600;0
70200;0
70800;0
71400;0
72000;0
72600;0
73200;0
73800;0
74400;0
75000;0
75600;0
76200;0
76800;0
77400;0
78000;0
78600;0
79200;0
79800;0
80400;0
81000;0
81600;0
82200;0
82800;0
83400;0
84000;0
84600;0
85200;0
85800;0
86400;0
87000;0
87600;0
88200;0
88800;0
89400;0
90000;0
90600;0
91200;0
91800;0
92400;0
93000;0
93600;0
94200;0
94800;0
95400;0
96000;0
96600;0
97200;0
97800;0
98400;0
99000;0
99600;0
100200;0
100800;0
101400;0
102000;0
102600;0
103200;0
103800;0
104400;0
105000;0
105600;0
106200;0
106800;0
107400;0
108000;0
108600;0
109200;0
109800;0
110400;0
111000;0
111600;0
112200;0
112800;0
113400;0
114000;0
114600;0
115200;0
115800;0
116400;1
117000;2
117600;4
118200;5
118800;7
119400;9
120000;11
120600;15
121200;23
121800;30
122400;54
123000;66
123600;47
124200;49
124800;62
125400;84
126000;69
126600;89
127200;129
127800;183
128400;115
129000;101
129600;97
130200;87
130800;134
131400;118
132000;137
132600;128
133200;105
133800;98
134400;107
135000;104
135600;119
136200;113
136800;97
137400;96
138000;83
138600;74
139200;45
139800;49
140400;45
141000;47
141600;42
142200;34
142800;19
143400;18
144000;16
144600;12
145200;13
145800;11
146400;9
147000;5
147600;0
148200;0
148800;0
149400;0
150000;0
150600;0
151200;0
151800;0
152400;0
153000;0
153600;0
154200;0
154800;0
155400;0
156000;0
156600;0
157200;0
157800;0
158400;0
159000;0
159600;0
160200;0
160800;0
161400;0
162000;0
162600;0
163200;0
163800;0
164400;0
165000;0
165600;0
166200;0
166800;0
167400;0
168000;0
168600;0
169200;0
169800;0
170400;0
171000;0
171600;0
172200;0
172800;0
173400;0
174000;0
174600;0
175200;0
175800;0
176400;0
177000;0
177600;0
178200;0
178800;0
179400;0
180000;0
180600;0
181200;0
181800;0
182400;0
183000;0
183600;0
184200;0
184800;0
185400;0
186000;0
186600;0
187200;0
187800;0
188400;0
189000;0
189600;0
190200;0
190800;0
191400;0
192000;0
192600;0
193200;0
193800;0
194400;0
195000;0
195600;0
196200;0
196800;0
197400;0
198000;0
198600;0
199200;0
199800;0
200400;0
201000;0
201600;0
202200;0
202800;1
203400;2
204000;5
204600;10
205200;15
205800;17
206400;25
207000;19
207600;13
208200;28
208800;48
209400;42
210000;47
210600;71
211200;68
211800;70
212400;159
213000;231
213600;191
214200;97
214800;82
215400;97
216000;84
216600;76
217200;80
217800;90
218400;99
219000;136
219600;126
220200;75
220800;85
221400;79
222000;67
222600;31
223200;19
223800;25
224400;40
225000;19
225600;16
226200;23
226800;31
227400;23
228000;18
228600;25
229200;18
229800;19
230400;18
231000;23
231600;26
232200;21
232800;17
233400;15
234000;0
234600;0
235200;0
235800;0
236400;0
237000;0
237600;0
238200;0
238800;0
239400;0
240000;0
240600;0
241200;0
241800;0
242400;0
243000;0
243600;0
244200;0
244800;0
245400;0
246000;0
246600;0
247200;0
247800;0
248400;0
249000;0
249600;0
250200;0
250800;0
251400;0
252000;0
252600;0
253200;0
253800;0
254400;0
255000;0
255600;0
256200;0
256800;0
257400;0
258000;0
258600;0
259200;0
259800;0
260400;0
261000;0
261600;0
262200;0
262800;0
263400;0
264000;0
264600;0
265200;0
265800;0
266400;0
267000;0
267600;0
268200;0
268800;0
269400;0
270000;0
270600;0
271200;0
271800;0
272400;0
273000;0
273600;0
274200;0
274800;0
275400;0
276000;0
276600;0
277200;0
277800;0
278400;0
279000;0
279600;0
280200;0
280800;0
281400;0
282000;0
282600;0
283200;0
283800;0
284400;0
285000;0
285600;0
286200;0
286800;0
287400;0
288000;0
288600;0
289200;2
289800;4
290400;7
291000;13
291600;10
292200;14
292800;21
293400;30
294000;33
294600;50
295200;44
295800;57
296400;92
297000;84
297600;86
298200;98
298800;87
299400;97
300000;60
300600;120
301200;157
301800;96
302400;115
303000;190
303600;108
304200;58
304800;69
305400;81
306000;53
306600;49
307200;57
307800;36
308400;47
309000;37
309600;25
310200;21
310800;25
311400;23
312000;28
312600;25
313200;17
313800;25
314400;26
315000;13
315600;10
316200;7
316800;4
317400;4
318000;4
318600;3
319200;2
319800;1
320400;0
321000;0
321600;0
322200;0
322800;0
323400;0
324000;0
324600;0
325200;0
325800;0
326400;0
327000;0
327600;0
328200;0
328800;0
329400;0
330000;0
330600;0
331200;0
331800;0
332400;0
333000;0
333600;0
334200;0
334800;0
335400;0
336000;0
336600;0
337200;0
337800;0
338400;0
339000;0
339600;0
340200;0
340800;0
341400;0
342000;0
342600;0
343200;0
343800;0
344400;0
345000;0
345600;0
346200;0
346800;0
347400;0
348000;0
348600;0
349200;0
349800;0
350400;0
351000;0
351600;0
352200;0
352800;0
353400;0
354000;0
354600;0
355200;0
355800;0
356400;0
357000;0
357600;0
358200;0
358800;0
359400;0
360000;0
360600;0
361200;0
361800;0
362400;0
363000;0
363600;0
364200;0
364800;0
365400;0
366000;0
366600;0
367200;0
367800;0
368400;0
369000;0
369600;0
370200;0
370800;0
371400;0
372000;0
372600;0
373200;0
373800;0
374400;0
375000;0
375600;4
376200;9
376800;12
377400;8
378000;11
378600;16
379200;33
379800;46
380400;41
381000;39
381600;22
382200;31
382800;79
383400;175
384000;241
384600;172
385200;83
385800;138
386400;259
387000;319
387600;191
388200;198
388800;198
389400;120
390000;122
390600;175
391200;203
391800;181
392400;242
393000;222
393600;222
394200;186
394800;163
395400;109
396000;154
396600;145
397200;150
397800;138
398400;130
399000;102
399600;110
400200;79
400800;89
401400;77
402000;78
402600;71
403200;74
403800;67
404400;90
405000;70
405600;53
406200;34
406800;24
407400;0
408000;0
408600;0
409200;0
409800;0
410400;0
411000;0
411600;0
412200;0
412800;0
413400;0
414000;0
414600;0
415200;0
415800;0
416400;0
417000;0
417600;0
418200;0
418800;0
419400;0
420000;0
420600;0
421200;0
421800;0
422400;0
423000;0
423600;0
424200;0
424800;0
425400;0
426000;0
426600;0
427200;0
427800;0
428400;0
429000;0
429600;0
430200;0
430800;0
431400;0
432000;0
432600;0
433200;0
433800;0
434400;0
435000;0
435600;0
436200;0
436800;0
437400;0
438000;0
438600;0
439200;0
439800;0
440400;0
441000;0
441600;0
442200;0
442800;0
443400;0
444000;0
444600;0
445200;0
445800;0
446400;0
447000;0
447600;0
448200;0
448800;0
449400;0
450000;0
450600;0
451200;0
451800;0
452400;0
453000;0
453600;0
454200;0
454800;0
455400;0
456000;0
456600;0
457200;0
457800;0
458400;0
459000;0
459600;0
460200;0
460800;0
461400;0
462000;13
462600;32
463200;63
463800;65
464400;64
465000;73
465600;93
466200;93
466800;97
467400;152
468000;242
468600;276
469200;167
469800;158
470400;334
471000;273
471600;322
472200;370
472800;281
473400;157
474000;193
474600;328
475200;450
475800;480
476400;246
477000;529
477600;488
